"Symbol","Name","Country","Underlying Symbol","Underlying Exchange","GICS Sector","Market cap","P/E","P/S","P/B","Current yield","Avg Volume","Action"
"MTL","Mechel PJSC ADRs","Russia","RX:MTLR","Standard-Classica-Forts","Materials","$912,676,079","0.00","0.00","0.00","0.00%","1,431,986","Analyze"
"SHI","Sinopec Shanghai Petrochemical ADRs","China","HK:0338","Hong Kong Exchange","Industrials","$911,146,500","0.00","0.00","0.00","5.97%","59,717","Analyze"
"MSC","Studio City International Holdings Limited Class A ADRs","Hong Kong","MLCO","NASDAQ Global Select","Consumer Discretionary","$895,327,652","0.00","0.00","0.00","0.00%","5,103","Analyze"
"GRCL","Gracell Biotechnologies Inc. ADRs","China","PRIVATE","","Health Care","$888,959,096","0.00","0.00","0.00","0.00%","61,621","Analyze"
"MF","Missfresh Limited ADRs","China","PRIVATE","","Financials","$865,893,253","0.00","0.00","0.00","0.00%","450,965","Analyze"
"LOMA","Loma Negra Compania Industrial Argentina SA ADRs","Argentina","PRIVATE","","Materials","$863,046,358","0.00","0.00","0.00","3.58%","274,698","Analyze"
"DDI","DoubleDown Interactive Co., Ltd. ADRs","South Korea","PRIVATE","","Communication Services","$857,274,512","0.00","0.00","0.00","0.00%","505,028","Analyze"
"PLL","Piedmont Lithium Limited ADRs","Australia","AT:PLL","Asx - All Markets","Materials","$848,078,160","0.00","0.00","0.00","0.00%","297,496","Analyze"
"SOHU","Sohu.com Limited ADRs","China","PRIVATE","","Communication Services","$834,866,301","0.00","0.00","0.00","0.00%","290,900","Analyze"
"EH","EHang Holdings Limited ADRs","China","PRIVATE","","Industrials","$832,540,072","0.00","0.00","0.00","0.00%","894,486","Analyze"
"ADAP","Adaptimmune Therapeutics ADRs","United Kingdom","PRIVATE","","Health Care","$825,707,895","0.00","0.00","0.00","0.00%","4,529,756","Analyze"
"MESO","Mesoblast ADRs","Australia","AT:MSB","Asx - All Markets","Health Care","$823,844,009","0.00","0.00","0.00","0.00%","233,854","Analyze"
"LX","LexinFintech Holdings Ltd. ADRs","China","PRIVATE","","Financials","$823,504,213","0.00","0.00","0.00","0.00%","2,171,609","Analyze"
"DRD","DRDGold Ltd ADRs","South Africa","SJ:DRD","Johannesburg Stock Exchange","Materials","$766,890,186","0.00","0.00","0.00","2.24%","220,070","Analyze"
"AMYT","Amryt Pharma plc ADRs","United Kingdom","LN:AMYT","London Stock Exchange","Health Care","$745,031,784","0.00","0.00","0.00","0.00%","77,652","Analyze"
"PTNR","Partner Communications ADRs","Israel","IT:PTNR","Tel Aviv Stock Exchange","Communication Services","$731,943,942","0.00","0.00","0.00","0.00%","2,161","Analyze"
"BTCM","BIT Mining Limited ADRs","China","PRIVATE","","Consumer Discretionary","$720,060,000","0.00","0.00","0.00","0.00%","5,848,805","Analyze"
"RAAS","Cloopen Group Holding Limited ADRs of class A","China","PRIVATE","","Information Technology","$689,530,910","0.00","0.00","0.00","0.00%","3,000,249","Analyze"
"GRVY","Gravity ADRs","South Korea","PRIVATE","","Information Technology","$672,514,542","0.00","0.00","0.00","0.00%","22,939","Analyze"
"TEO","Telecom Argentina ADRs","Argentina","AF:TECO2","Bolsa de Comercio de Buenos Aires","Communication Services","$669,509,849","0.00","0.00","0.00","4.18%","213,000","Analyze"
"MOLN","Molecular Partners AG ADRs","Switzerland","SE:MOLN","Six Swiss Exchange","Health Care","$652,321,303","0.00","0.00","0.00","0.00%","14,194","Analyze"
"RNLX","Renalytix AI PLC ADRs","United Kingdom","LN:RENX","London Stock Exchange","Health Care","$650,429,223","0.00","0.00","0.00","0.00%","123,953","Analyze"
"SLN","Silence Therapeutics Plc ADRs","United Kingdom","LN:SLN","London Stock Exchange","Health Care","$647,560,905","0.00","0.00","0.00","0.00%","3,346","Analyze"
"ADAG","Adagene Inc. ADRs","China","PRIVATE","","Health Care","$632,298,004","0.00","0.00","0.00","0.00%","26,778","Analyze"
"SMMT","Summit Therapeutics PLC ADRs","United Kingdom","LN:SUMM","London Stock Exchange","Health Care","$632,007,713","0.00","0.00","0.00","0.00%","175,712","Analyze"
"FANH","Fanhua Inc. ADRs","China","PRIVATE","","Financials","$628,763,637","0.00","0.00","0.00","6.69%","212,326","Analyze"
"PHAR","Pharming Group N.V. ADRs","The Netherlands","NA:PHARM","Nyse Euronext - Euronext Amsterdam","Health Care","$627,618,280","0.00","0.00","0.00","0.00%","1,395","Analyze"
"CLLS","Cellectis SA ADRs","France","FP:ALCLS","Euronext Paris","Health Care","$616,000,751","0.00","0.00","0.00","0.00%","109,181","Analyze"
"EM","Smart Share Global Limited ADRs","China","PRIVATE","","Consumer Discretionary","$609,728,885","0.00","0.00","0.00","0.00%","78,099","Analyze"
"SIFY","SIFY Technologies Limited ADRs","India","PRIVATE","","Communication Services","$603,208,008","0.00","0.00","0.00","0.54%","272,427","Analyze"
"AMAM","Ambrx Biopharma Inc. ADRs","Cayman Islands","PRIVATE","","Health Care","$587,643,514","0.00","0.00","0.00","0.00%","16,289","Analyze"
"CALT","Calliditas Therapeutics AB ADRs","Sweden","SS:CALTX","Nasdaq Omx Nordic","Health Care","$582,038,414","0.00","0.00","0.00","0.00%","52,946","Analyze"
"LND","Brasilagro Brazilian Agric Real Estate Co ADRs","Brazil","BS:AGRO3","XBSP","Consumer Staples","$568,192,394","0.00","0.00","0.00","2.36%","6,270","Analyze"
"VACC","Vaccitech plc ADRs","United Kingdom","PRIVATE","","Health Care","$566,415,812","0.00","0.00","0.00","0.00%","16,223","Analyze"
"DBVT","DBV Technologies S.A. ADRs","France","FP:DBV","Euronext Paris","Health Care","$564,419,909","0.00","0.00","0.00","0.00%","54,475","Analyze"
"GHG","GreenTree Hospitality Group Ltd. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$559,270,153","0.00","0.00","0.00","21.26%","207,177","Analyze"
"IVA","Inventiva S.A. ADRs","France","FP:IVA","Euronext Paris","Health Care","$526,530,457","0.00","0.00","0.00","0.00%","4,873","Analyze"
"CEPU","Central Puerto S.A. ADRs","Argentina","AF:CEPU","Bolsa de Comercio de Buenos Aires","Utilities","$505,683,435","0.00","0.00","0.00","0.78%","399,635","Analyze"
"ITMR","Itamar Medical Ltd. ADRs","Israel","IT:ITMR","Tel Aviv Stock Exchange","Health Care","$497,207,577","0.00","0.00","0.00","0.00%","350,194","Analyze"
"SOL","ReneSola Ltd. ADRs","China","PRIVATE","","Industrials","$479,869,040","0.00","0.00","0.00","0.00%","1,153,563","Analyze"
"AUTL","Autolus Therapeutics plc ADRs","United Kingdom","PRIVATE","","Health Care","$478,646,190","0.00","0.00","0.00","0.00%","556,406","Analyze"
"SOS","SOS Limited ADRs of Class A","China","PRIVATE","","Industrials","$472,348,067","0.00","0.00","0.00","0.00%","11,377,922","Analyze"
"AVDL","Avadel Pharmaceuticals PLC ADRs","Ireland","PRIVATE","","Health Care","$467,597,979","0.00","0.00","0.00","0.00%","266,413","Analyze"
"CPAC","Cementos Pacasmayo SAA ADRs","Peru","PE:CPACASC1","Bolsa De Valores De Lima","Materials","$466,255,295","0.00","0.00","0.00","5.00%","29,516","Analyze"
"IPHA","Innate Pharma S.A. ADRs","France","FP:IPH","Euronext Paris","Health Care","$455,195,312","0.00","0.00","0.00","0.00%","7,173,917","Analyze"
"CANG","Cango Inc. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$454,468,794","0.00","0.00","0.00","4.52%","341,829","Analyze"
"DAO","Youdao, Inc. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$449,412,449","0.00","0.00","0.00","0.00%","626,991","Analyze"
"QIWI","QIWI plc ADRs","Russia","PRIVATE","","Information Technology","$438,792,411","0.00","0.00","0.00","16.88%","529,445","Analyze"
"SY","So-Young International Inc. ADRs of Class A","China","PRIVATE","","Communication Services","$431,482,610","0.00","0.00","0.00","0.00%","870,059","Analyze"
"ICLK","iClick Interactive Asia Group Limited ADRs","China","PRIVATE","","Communication Services","$421,581,750","0.00","0.00","0.00","0.00%","461,177","Analyze"
"NBTX","Nanobiotix S.A. - ADRs","France","FP:NANO","Euronext Paris","Health Care","$417,910,464","0.00","0.00","0.00","0.00%","1,720","Analyze"
"IRCP","IRSA Propiedades Comerciales ADRs","Argentina","AF:IRCP","Bolsa de Comercio de Buenos Aires","Real Estate","$415,394,040","0.00","0.00","0.00","6.48%","135,371","Analyze"
"TGS","Transportadora de Gas del Sur SA ADRs","Argentina","AF:TGSU2","Bolsa de Comercio de Buenos Aires","Energy","$411,103,641","0.00","0.00","0.00","1.08%","126,016","Analyze"
"ZME","Zhangmen Education Inc. ADRs of Class A","China","PRIVATE","","Consumer Staples","$405,585,312","0.00","0.00","0.00","0.00%","98,535","Analyze"
"VIST","Vista Oil & Gas, S.A.B. de C.V. ADRs of class A shares","Mexico","MM:VISTA","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Energy","$391,627,009","0.00","0.00","0.00","0.00%","360,911","Analyze"
"GOTU","GSX Techedu Inc. ADRs","China","PRIVATE","","Consumer Discretionary","$365,534,528","0.00","0.00","0.00","0.00%","11,626,102","Analyze"
"ORTX","Orchard Therapeutics plc ADRs","United Kingdom","PRIVATE","","Health Care","$363,575,509","0.00","0.00","0.00","0.00%","678,500","Analyze"
"CNF","CNFinance Holdings Limited ADRs","China","PRIVATE","","Financials","$363,485,459","0.00","0.00","0.00","0.00%","109,667","Analyze"
"HKIB","AMTD International Inc. ADRs of class A","Hong Kong","PRIVATE","","Financials","$347,789,409","0.00","0.00","0.00","0.00%","1,919","Analyze"
"OPT","Opthea Limited ADRs","Australia","PRIVATE","","Health Care","$343,983,473","0.00","0.00","0.00","0.00%","13,103","Analyze"
"VRNA","Verona Pharma plc ADRs","United Kingdom","LN:VRP","London Stock Exchange","Health Care","$331,401,359","0.00","0.00","0.00","0.00%","92,827","Analyze"
"IMMP","Immutep Limited ADRs","Australia","AT:IMM","Asx - All Markets","Health Care","$328,456,201","0.00","0.00","0.00","0.00%","335,573","Analyze"
"BEST","BEST Inc. ADRs of Class A","China","PRIVATE","","Industrials","$325,842,988","0.00","0.00","0.00","0.00%","5,829,184","Analyze"
"CRESY","Cresud SACIF ADRs","Argentina","AF:CRES","Bolsa de Comercio de Buenos Aires","Real Estate","$323,628,612","0.00","0.00","0.00","0.00%","135,105","Analyze"
"MIXT","MiX Telematics ADRs","South Africa","SJ:MIX","Johannesburg Stock Exchange","Information Technology","$320,607,262","0.00","0.00","0.00","2.02%","17,660","Analyze"
"PUYI","Puyi Inc. ADRs","China","PRIVATE","","Financials","$316,109,217","0.00","0.00","0.00","0.00%","10,763","Analyze"
"ZEPP","Zepp Health Corporation ADRs","China","PRIVATE","","Information Technology","$314,641,684","0.00","0.00","0.00","0.00%","119,313","Analyze"
"QD","Qudian Inc. ADRs of Class A","China","PRIVATE","","Financials","$310,939,123","0.00","0.00","0.00","0.00%","965,574","Analyze"
"OG","Onion Global Limited ADRs of Class A","China","PRIVATE","","Information Technology","$301,055,730","0.00","0.00","0.00","0.00%","511,668","Analyze"
"IRS","IRSA Inversiones y Representaciones ADRs","Argentina","AF:IRSA","Bolsa de Comercio de Buenos Aires","Real Estate","$298,380,436","0.00","0.00","0.00","0.00%","65,677","Analyze"
"AENZ","Aenza S.A.A. ADRs","Peru","PE:AENZAC1","Bolsa De Valores De Lima","Industrials","$296,452,071","0.00","0.00","0.00","0.00%","490,368","Analyze"
"TLC","Taiwan Liposome Company, Ltd. - ADRs","Taiwan","TG:4152","Tapei Exchange","Health Care","$296,250,494","0.00","0.00","0.00","0.00%","15,107","Analyze"
"YI","111, Inc. ADRs","China","PRIVATE","","Consumer Staples","$293,427,215","0.00","0.00","0.00","0.00%","692,521","Analyze"
"WIMI","WiMi Hologram Cloud Inc. ADRs of Class B","China","PRIVATE","","Consumer Discretionary","$288,971,469","0.00","0.00","0.00","0.00%","1,162,181","Analyze"
"MREO","Mereo BioPharma Group plc ADRs","United Kingdom","LN:MPH","London Stock Exchange","Health Care","$283,334,086","0.00","0.00","0.00","0.00%","633,864","Analyze"
"YRD","Yirendai Limited ADRs","China","PRIVATE","","Financials","$280,506,644","0.00","0.00","0.00","8.77%","81,824","Analyze"
"STG","Sunlands Online Education Group ADRs of Class A","China","PRIVATE","","Consumer Staples","$272,839,109","0.00","0.00","0.00","0.00%","134,872","Analyze"
"JFU","9F Inc. ADRs","China","PRIVATE","","Communication Services","$234,874,664","0.00","0.00","0.00","0.00%","745,095","Analyze"
"RDHL","RedHill Biopharma ADRs","Israel","IT:RDHL","Tel Aviv Stock Exchange","Health Care","$224,936,569","0.00","0.00","0.00","0.00%","1,945,651","Analyze"
"NCTY","The9  Limited ADRs","China","PRIVATE","","Information Technology","$223,133,427","0.00","0.00","0.00","0.00%","1,342,841","Analyze"
"XNET","Xunlei Limited ADRs","China","PRIVATE","","Information Technology","$215,539,059","0.00","0.00","0.00","0.00%","305,572","Analyze"
"RENN","Renren Inc. ADRs of Class A","China","PRIVATE","","Information Technology","$208,173,988","0.00","0.00","0.00","909.65%","30,592","Analyze"
"WKEY","WISeKey International Holding AG ADRs","Switzerland","SE:WIHN","Six Swiss Exchange","Information Technology","$206,585,298","0.00","0.00","0.00","0.00%","2,054,623","Analyze"
"EDAP","Edap TMS SA ADRs","France","PRIVATE","","Health Care","$205,222,347","0.00","0.00","0.00","0.00%","106,261","Analyze"
"JFIN","Jiayin Group Inc. ADRs of class A","China","PRIVATE","","Information Technology","$202,593,750","0.00","0.00","0.00","0.00%","1,081,158","Analyze"
"FRSX","Foresight Autonomous Holdings Ltd. ADRs","Israel","IT:FRSX","Tel Aviv Stock Exchange","Real Estate","$199,961,290","0.00","0.00","0.00","0.00%","1,082,384","Analyze"
"VIAO","VIA optronics AG ADRs","Germany","PRIVATE","","Information Technology","$197,312,029","0.00","0.00","0.00","0.00%","16,343","Analyze"
"SUPV","Grupo Supervielle SA ADRs of Class B","Argentina","PRIVATE","","Financials","$194,332,194","0.00","0.00","0.00","1.08%","877,176","Analyze"
"CUK","Carnival PLC ADRs","United Kingdom","LN:CCL","London Stock Exchange","Consumer Discretionary","$192,536,560","0.00","0.00","0.00","0.00%","1,428,326","Analyze"
"QTT","Qutoutiao Inc. ADRs","China","PRIVATE","","Communication Services","$188,373,878","0.00","0.00","0.00","0.00%","831,948","Analyze"
"BQ","Boqii Holding Limited ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$187,497,568","0.00","0.00","0.00","0.00%","146,474","Analyze"
"YQ","17 Education & Technology Group Inc. ADRs","China","PRIVATE","","Consumer Discretionary","$186,416,223","0.00","0.00","0.00","0.00%","2,279,074","Analyze"
"LBPS","4D pharma plc ADRs","United Kingdom","LN:DDDD","London Stock Exchange","Health Care","$185,259,245","0.00","0.00","0.00","0.00%","46,075","Analyze"
"NTZ","Natuzzi S.p.A. ADRs","Italy","PRIVATE","","Consumer Discretionary","$185,183,880","0.00","0.00","0.00","0.00%","14,624","Analyze"
"SQNS","Sequans Communications S.A. ADRs","France","PRIVATE","","Information Technology","$180,865,157","0.00","0.00","0.00","0.00%","82,609","Analyze"
"TOUR","Tuniu Corp ADRs","China","PRIVATE","","Consumer Discretionary","$176,586,192","0.00","0.00","0.00","0.00%","183,537","Analyze"
"GNFT","GENFIT S.A. ADRs","France","FP:GNFT","Euronext Paris","Health Care","$175,319,208","0.00","0.00","0.00","0.00%","8,943","Analyze"
"OIIM","O2Micro International ADRs","Hong Kong","PRIVATE","","Information Technology","$175,217,116","0.00","0.00","0.00","0.00%","201,990","Analyze"
"TRVG","Trivago NV ADRs","The Netherlands","PRIVATE","","Information Technology","$174,533,433","0.00","0.00","0.00","0.00%","707,692","Analyze"
"CLGN","CollPlant Holdings ADRs","Israel","IT:CLPT","Tel Aviv Stock Exchange","Health Care","$172,615,104","0.00","0.00","0.00","0.00%","13,695","Analyze"
"JG","Aurora Mobile Limited ADRs","China","PRIVATE","","Information Technology","$171,888,355","0.00","0.00","0.00","0.00%","599,746","Analyze"
"HYW","Hywin Holdings Ltd. ADRs","China","PRIVATE","","Financials","$171,326,400","0.00","0.00","0.00","0.00%","13,451","Analyze"
"VIOT","Viomi Technology Co. ADRs","China","PRIVATE","","Information Technology","$168,084,616","0.00","0.00","0.00","1.98%","246,144","Analyze"
"ORPH","Orphazyme A/S ADRs","Denmark","DC:ORPHA","Omx Nordic Exchange Copenhagen A/S","Health Care","$160,780,309","0.00","0.00","0.00","0.00%","1,409,153","Analyze"
"LEJU","Leju Holdings ADRs","China","PRIVATE","","Real Estate","$155,947,366","0.00","0.00","0.00","17.54%","72,181","Analyze"
"EVAX","Evaxion Biotech A/S ADRs","Denmark","PRIVATE","","Health Care","$155,509,211","0.00","0.00","0.00","0.00%","225,158","Analyze"
"LITB","LightInTheBox ADRs","China","PRIVATE","","Consumer Discretionary","$154,662,784","0.00","0.00","0.00","0.00%","1,019,172","Analyze"
"EDN","Edenor ADRs","Argentina","AF:EDN","Bolsa de Comercio de Buenos Aires","Utilities","$152,783,686","0.00","0.00","0.00","0.00%","104,013","Analyze"
"ERYP","Erytech Pharma S.A. ADRs","France","FP:ERYP","Euronext Paris","Health Care","$152,721,355","0.00","0.00","0.00","0.00%","70,483","Analyze"
"BFRA","Biofrontera AG ADRs","Germany","PRIVATE","","Health Care","$150,017,486","0.00","0.00","0.00","0.37%","9,041","Analyze"
"XYF","X Financial ADRs of Class A","China","PRIVATE","","Financials","$148,465,980","0.00","0.00","0.00","10.53%","125,780","Analyze"
"CMMB","Chemomab Therapeutics Ltd.  ADRs","Israel","PRIVATE","","Health Care","$141,332,757","0.00","0.00","0.00","0.00%","132,072","Analyze"
"KZIA","Kazia Therapeutics ADRs","Australia","AT:KZA","Asx - All Markets","Health Care","$139,212,245","0.00","0.00","0.00","0.00%","33,500","Analyze"
"LIZI","LIZHI INC. ADRs of Class A","China","PRIVATE","","Communication Services","$131,035,647","0.00","0.00","0.00","0.00%","781,016","Analyze"
"BWAY","Brainsway Ltd. ADRs","Israel","IT:BRIN","Tel Aviv Stock Exchange","Information Technology","$127,995,136","0.00","0.00","0.00","0.00%","54,686","Analyze"
"KUKE","Kuke Music Holding Limited ADRs","China","PRIVATE","","Consumer Discretionary","$127,713,750","0.00","0.00","0.00","0.00%","44,726","Analyze"
"IH","iHuman Inc. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$126,546,296","0.00","0.00","0.00","0.00%","50,367","Analyze"
"BLRX","BioLineRX Ltd. ADRs","Israel","IT:BLRX","Tel Aviv Stock Exchange","Health Care","$126,223,556","0.00","0.00","0.00","0.00%","336,979","Analyze"
"QH","Quhuo Limited ADRs of Class A","China","PRIVATE","","Information Technology","$124,464,276","0.00","0.00","0.00","0.00%","38,768","Analyze"
"NCNA","NuCana plc ADRs","United Kingdom","PRIVATE","","Health Care","$123,624,044","0.00","0.00","0.00","0.00%","289,099","Analyze"
"ASLN","ASLAN Pharmaceuticals Limited ADRs","Singapore","PRIVATE","","Health Care","$115,112,712","0.00","0.00","0.00","0.00%","600,923","Analyze"
"LXEH","Lixiang Education Holding Co., Ltd.  ADRs","China","PRIVATE","","Consumer Discretionary","$109,067,212","0.00","0.00","0.00","0.00%","3,339","Analyze"
"BPTS","Biophytis SA ADRs","France","FP:ALBPS","Euronext Paris","Health Care","$103,490,669","0.00","0.00","0.00","0.00%","2,530","Analyze"
"CIH","China Index Holdings Limited ADRs","China","PRIVATE","","Industrials","$99,617,142","0.00","0.00","0.00","0.00%","30,532","Analyze"
